قومی	 ’’نوازشریف نےنیب مقدمات کی پیروی کے بدلے فیس میں سونے کی ایک کان دیدی‘‘ ایسا  
قومی	 وزیراعظم کے قریبی دوست زلفی بخاری کی نااہلی کا معاملہ، سپریم کورٹ نے اہم قدم  
قومی	 ڈی جی نیب سلیم شہزاد کے خلاف جعلی ڈگری کا کیس سماعت کیلئے مقرر  
قومی	 ربیع الاول کا چاند نظر آگیا ، فرزندان اسلام 21نومبر کو عید میلاد النبیﷺ منائیں  
قومی	 نیب نے گریڈ 16کے سابق سرکاری ملازم کے گھر سے 33کروڑ ر وپے بر آمد کرلئے  
قومی	 پارلیمنٹ میں ناموس رسالت ﷺکے خلاف اکٹھی ہونے والی جماعتوں کا اصل چہرہ قوم کے  
قومی	 وزیراعظم عمران خان آج لاہور میں شیلٹر ہوم کا سنگ بنیاد رکھیں گے 
قومی	 پنجگور:پی آئی اے کاطیارہ حادثے سے بال بال بچ گیا 
قومی	 شہباز شریف کی احتساب عدالت پیشی، لیگی کارکنوں اور پولیس میں جھڑپ 
قومی	 شہباز شریف کو جسمانی ریمانڈ ختم ہونے پراحتساب عدالت پیش کر دیا گیا 
قومی	 شہبازشریف کو چیئرمین پی اے سی بنانے سے انکار لیکن اپوزیشن کے کس رکن کو حکومت نے  
قومی	 وزیراعظم نے پاک فوج کو اہم ذمہ داری سونپ دی 
قومی	 آپ کی طبیعت کیسی ہے؟حمزہ شہبازنے شہبازشریف کی خیریت دریافت کی  
قومی	 12 ربیع الاول ، حکومت نے ایسا اعلان کر دیا کہ پاکستانی عش عش کر اٹھیں گے ، شاندار  
قومی	 آشیانہ ہاﺅسنگ سکینڈل،کمرہ عدالت میں تفتیشی افسراورشہبازشریف کے درمیان تلخ  
قومی	 نیب نے رمضان شوگر ملز کیس میں بھی شہباز شریف کی گرفتاری ڈال دی 
قومی	 پاناما لیکس میں شامل پاکستانیوں کے خلاف کارروائی لیکن اب تک کتنی رقم برآمد کی  
قومی	 نئے سال میں کرپٹ سیاستدانوں کا خاتمہ دیکھ رہا ہوں، شہبازشریف نوازشریف سے بڑا  
قومی	 عمران خان کی نااہلی کی سزاعوام بھگت رہے ہیں،حکومت کادعویٰ تھا 2 ارب ڈالرواپس  
قومی	 برطانیہ نے آسیہ بی بی کو پناہ دینے سے انکار کردیا 
قومی	 سانحہ ماڈل ٹاؤن کیس: شریف برادران کی طلبی سے متعلق فیصلے کیخلاف اپیل سماعت  
قومی	 وزیراعلیٰ سندھ مراد علی شاہ نے ایسا حکم جاری کر دی کہ سن کر وزیراعظم عمران خان  
قومی	 جسٹس (ر) زاہد قربان علوی انتقال کرگئے، میوہ شاہ قبرستان میں سپرد خاک 
قومی	 سندھ بھر میں پولی تھین بیگز کے استعمال پر پابندی لگانے کا فیصلہ 
قومی	 حکومت سپریم کورٹ کے فیصلے کیساتھ کھڑی ہے،اس پرکوئی سمجھوتا نہیں ہوگا،عمران خان  
قومی	  پنجاب میں پاورسینٹرایک ہی ہے اوروہ عثمان بزدارہے،چودھری سرور 
قومی	 وزیراعظم عمران خان نے لاہور میں شیلٹر ہوم منصوبے کا سنگ بنیاد رکھ دیا 
قومی	 خبر دار ،اگر کوئی بھی شخص پاک فوج کا نمائندہ بن کر آپ سے ۔۔۔میجر جنرل آصف غفور  
قومی	 پرویز الٰہی نے سینیٹ الیکشن کا پانسہ ہی پلٹ دیا، مسلم لیگ (ن) کے خواب چکنا چور کر  
قومی	 مراد سعید کے گھر میں گھسنے والا بندہ دراصل بندر نکلا، پولیس کی دوڑیں لگ گئیں 
قومی	 لائن آف کنٹرول پر بھارتی فوج کی بلا اشتعال فائرنگ ،4شہری شدید زخمی 
قومی	 عالمی منڈی میں تیل کی قیمتیں اتنی کم ہو گئیں کہ حکومت کے پاس اب پیٹرول کی قیمت کم  
قومی	 مولانا سمیع الحق کے قتل کی تحقیقات کے دوران پولیس کو بڑی کامیابی مل گئی  
قومی	 شہبازشریف کوکیوں باربارریمانڈمیں لیاجارہاہے؟ نیب کوصرف مسلم لیگ(ن)کرپٹ نظر  
قومی	 ”اصل مسئلہ وزیراعلیٰ پنجاب عثمان بزدار اور عبد العلیم خان کے درمیان ہے کیونکہ  
قومی	 وزیر اعظم کاترقیاتی سکیموں میں محکمانہ کرپشن کی روک تھام کے لئے بڑافیصلہ  
قومی	 ریمنڈ ڈیوس اور شکیل آفریدی کے بدلے عافیہ صدیقی کی رہائی کی کوئی بات نہیں  
قومی	 پیپلزپارٹی کو ہماری اور ہمیں ان کی ضرورت ہے : گورنر سندھ عمران اسماعیل  
قومی	 پارٹی رکنیت کے خاتمے کے بعد ڈاکٹر فاروق ستار ایک اور بڑی مشکل میں پھنس گئے وزارت  
قومی	 وزیراعلیٰ پنجاب نے زرعی ادویات سے متعلق ٹاسک فورس قائم کردی 
قومی	 حکومت صوبے میں حقیقی تبدیلی کیلئے موثرحکمت عملی پرعمل پیرا ہے،وزیراعلیٰ پنجاب 
قومی	 پنجاب کے مختلف شہروں میں اسموگ کا راج ،لاہور میں حد نگاہ 800 میٹر ریکارڈ ، شہریوں  
قومی	 بس کو حادثہ، 2 خواتین سمیت 3 افرادجاں بحق 
قومی	 اسلام آبادانٹرنیشنل ایئرپورٹ پرہیروئن سمگلنگ کی کوشش ناکام،مسافر گرفتار 
قومی	 تحریک انصاف کے رہنما میاں عبدالرشید ڈیزل سمگلنگ میں ملوث نکلے ، تہلکہ خیز  
قومی	 وزیراعلیٰ پنجاب نے لاہور ہائیڈ پارک کی طرز پر سپیکرکارنربنانے کی تجویز کی  
قومی	 چیف جسٹس ثاقب نثار سپریم کورٹ لاہور رجسٹری پہنچ گئے 
قومی	 فکر نہ کریں ڈیم فنڈ میں کافی رقم جمع ہو گئی،ہم آپ کی پراپرٹی واپس کر دیں گے،چیف  
قومی	 ق لیگ اتحادی جماعت ہے،ان کے گلے شکوے ہیں توسنیں گے،گورنر پنجاب  
قومی	 سینیٹ انتخاب،وزیراعظم نے تحریک انصاف اور اتحادیوں کی پارلیمانی پارٹی کا  
قومی	 وزیراعظم عمران خان کاآج قوم سے خطاب متوقع،ملک میں جاری کرپشن کی خلاف مہم سے  
قومی	 کچھ لوگ مذہب کالبادہ اوڑھ کربحران پیداکررہے ہیں،فواد چودھری  
قومی	 خاتون اول بشریٰ بی بی کافاؤنٹین ہاؤس کادورہ،انتظامیہ کو مسائل کے حل کیلئے ہر  
قومی	 لوگ سوسائٹیوں پرسانپ بن کربیٹھے ہوئے تھے، چیف جسٹس پاکستان 
قومی	 بچپن میں پڑھنے کا شوق نہیں تھا، استاد کی محنت کے باعث اچھی پوزیشن آجاتی: صدر  
قومی	 وزارت مواصلات میں 50 روزہ مقررہ اہداف حاصل کرلیے،مراد سعید کا دعوی  
قومی	 وزیراعظم عمران خان سے وزیر اعلیٰ خیبرپختونخواکی ملاقات،صوبائی وزراءکی  
قومی	 سعید غنی نے فواد چوہدری کو جھوٹ بولنے والا ربورٹ قرار دے دیا 
قومی	 شہبازشریف پر مزید گرفتاریاں ڈالی جاسکتی ہیں :چودھری منظور احمد  
قومی	 ڈپٹی سپیکر قومی اسمبلی قاسم سوری کی والدہ انتقال کرگئیں، وزیر اعظم عمران خان کا  
قومی	 سپریم کورٹ میں نوازشریف کی رہائی کیخلاف نیب کی اپیل سمیت اہم مقدمات کی سماعت آج  
قومی	 کراچی کےعلاقے میں ریسٹورینٹ سے زہریلا کھانا کھا کر جاں بحق ہونے والے 2 بچوں کا  
قومی	 العزیزیہ اور فلیگ شپ ریفرنس، نوازشریف احتساب عدالت پہنچ گئے  
قومی	 کراچی میں ڈیڑھ ماہ کے دوران تیسرا بڑا پاور بریک ڈاؤن، بیشترعلاقوں میں بجلی  
قومی	 دہری شہریت رکھنے والارکن پارلیمنٹ نہیں بن سکتاتووزیربھی نہیں بن سکتا،چیف جسٹس  
قومی	 آرمی چیف کے بیٹے بھی شادی کے بندھن میں بندھ گئے  
قومی	 اومنی گروپ ساڑھے 13 ارب روپے کا مقروض ہے ،جعلی بینک اکاﺅنٹس سے متعلق رپورٹ سپریم  
قومی	 ایک لاکھ پاکستانیوں کو نوکریاں دینے کے اعلان میں اہم پیش رفت،قطر کا بھرتی کیلئے  
قومی	 ہالینڈ نے پاکستان میں اپنا سفارتخانہ بند کر دیا  
قومی	 بھارتی ہائی کمشنرکا اہلیہ سمیت دورہ ہڑپہ لیکن راستے میں کس معروف پاکستانی  
قومی	 نندی پور کےحوالےسےکرپشن ریفرنس فائل ہوچکا ،سپریم کورٹ نےخواجہ آصف کی درخواست  
قومی	 آپ کے دلائل زیادہ ہیں،بعدمیں تاریخ مقررکر کے سنیں گے،ہائیکورٹ کے شہبازشریف کی  
قومی	 وزیراعظم عمران خان کی زیرصدارت اجلاس، اسلام آبادکی سیکیورٹی اوردیگرمسائل  
قومی	 خاتون انصاف کیلئے ترس رہی ہے،71 سال گزر گئے سسٹم کو شرم آنی چاہئے،چیف جسٹس  
قومی	 چیئرمین نیب کی نیب آفس لاہور آمد، چیئرمین نیب کومیگاکرپشن کیسز پربریفنگ دی گئی 
قومی	 جماعت الدعوة نے آسیہ بی بی کی رہائی کیخلاف احتجاج میں شرکت نہ کرنےکی اندرونی  
قومی	 لاہور ہائیکورٹ،نوازشریف اور شاہد خاقان عباسی کیخلاف غداری کے مقدمے کی سماعت19  
قومی	 جج کا فیصلہ عرصہ تک تاثربرقراررکھتا ہے،چیف جسٹس 
قومی	 لاہور ہائیکورٹ،مولانا فضل الرحمان اور خادم حسین رضوی کیخلاف غداری کی درخواست  
قومی	 نیب کا شہباز شریف کے اہلخانہ کو ملاقات کروانے سے انکار 
قومی	 شریف خاندان کی سزامعطلی کیخلاف نیب کی اپیل سماعت کیلئے منظور،دیکھنا ہے کہ  
قومی	  وزیر اعظم کی زیر صدارت اجلاس ،اسلام آبادمیں لینڈمافیااورڈرگ ڈیلرزکیخلاف  
قومی	 جہانگیر ترین اور پرویز الہیٰ کی ویڈیو لیک ہونے پر وزیراعظم عمران خان نے بڑا قدم  
قومی	 ملک بھر میں 3 روزہ پولیو مہم کا آغاز 
قومی	 ”میں وزیر اعلیٰ پنجاب تو نہیں لیکن زندہ مثال ہوں کہ ۔۔۔“ عمران خان نے عثمان  
قومی	 سرکاری کنٹرول ختم ،میڈیا کواشتہارات میرٹ پر دیئے جائیں گے :فواد چودھری 
قومی	 ”2016میں نواز شریف نیو یارک کے ریسٹورنٹ میں کھانا کھانے گئے تو اسرائیلی وزیراعظم  
قومی	 آرمی چیف کے صاحبزادے سعد صدیق باجوہ کی تقریب ولیمہ، وزیراعظم سمیت اہم شخصیات کی  
قومی	 حسن اور حسین نوا ز کے مقدمات سے متعلق برطانوی اداروں سے با ت ہوئی ہے :شہزاد اکبر  
قومی	 وزیر اعظم نے پارلیمنٹ کوبہتر انداز میں چلانے کیلئے ایتھکس کمیٹی بنانے کی ہدایت  
قومی	 حکومت نے ڈی جی نیب کو انٹرویو دینے کا نہیں کہا ، معاون خصوصی وزیر اعظم نے قسم  
قومی	 ہمیں اب بیرونی ادائیگیوں کا مسئلہ نہیں رہا،مشیر وزیر اعظم 
قومی	 ”جومعاملات اٹھائے ہیں انہیں حل کرکے جاؤں گا،چاہے اس کیلئے مجھے۔۔۔“چیف جسٹس  
قومی	 نیب ریفرنسز،سابق وزیراعظم نواز شریف احتساب عدالت پہنچ گئے 
قومی	 منی لانڈرنگ کیس،سابق صدر آصف زرداری اور فریال تالپور کی ضمانت میں 10 دسمبرتک  
قومی	 سابق صدرآصف زرداری بینکنگ کورٹ سے ضمانت کے بعد واپسی پر حاضری لگانا بھول گئے  
قومی	 ”حکومت کے پاس اہلیت ہے نہ ہی صلاحیت اور ۔۔۔“ چیف جسٹس ثاقب نثار نے ایسے ریمارکس  
قومی	 پاکستان مسلم لیگ ن ، متحدہ عرب امارات کی طرف سے محمد نواز شریف کو خراج تحسین  
قومی	 عمران خان نے اعظم سواتی کو زور دار جھٹکا دیدیا ، ایسا اعلان کر دیا کہ سن کر  
قومی	 جلدپاکستان پوسٹ کاملکی معیشت میں بڑاحصہ ہوگا،مرادسعید 
قومی	 وزیراعظم عمران خان 20 نومبرکو ملائیشیا کے دوروزہ روانہ ہوں گے  
قومی	 حمزہ شہبازکی عبوری ضمانت میں 20 نومبرتک توسیع  
قومی	 العزیزیہ ریفرنس، نوازشریف کاکل بیان قلمبند کرنے کی استدعا منظور 
قومی	 شاہ محمود قریشی سے ڈاکٹرفوزیہ صدیقی کی ملاقات،ڈاکٹر عافیہ کی پاکستان منتقلی پر  
قومی	 وزیراعظم عمران خان سے کراچی کے ارکان قومی اسمبلی کی ملاقات،کراچی کے مسائل کے حل  
قومی	 چیف جسٹس لاہور ہائیکورٹ نے پروٹوکول لینے سے انکار کے بعد ایک اور انتہائی شاندار  
قومی	 سابق وزیراعلیٰ پنجاب شہبازشریف کےبعد سابق وزیراعلیٰ خیبرپختونخوا کی بھی باری  
قومی	 نیب مقدمات میں یا تو سب کو پکڑے یا سب کو چھوڑے، سپریم کورٹ 
قومی	 شہبازشریف کا ریفرنس جلد مکمل،خواجہ برادران کی درخواست پر بھرپور موقف پیش کیا  
قومی	 جج کیلئے بہادری کبھی بائے چوائس نہیں ہوتی، لارڈڈیننگ میرے پسندیدہ جج ہیں،چیف  
قومی	 صدر بینک آف پنجاب کا استعفیٰ نامنظور،حکومت کی مدت ملازمت پوری کرنیکی ہدایت 
قومی	 ایم کیو ایم منی لانڈرنگ کیس، وفاقی وزیر فروغ نسیم اور خالد مقبول صدیقی ایف آئی  
قومی	 فیصل واوڈا نے دہری شہریت کیس میں جواب جمع کرانے کیلئے عدالت سے مزید مہلت طلب کر  
قومی	 وزیراعظم کااسلام آبادمیں لینڈمافیاکیخلاف آپریشن نہ ہونے پراظہارناراضگی 
قومی	 ریاست کی رٹ قائم کرنے کیلئے اداروں کی حمایت جاری رکھی جائیگی:کور کمانڈرز  
قومی	 شا ہ محمود قریشی نے ڈاکٹر عافیہ کی وطن واپسی کیلئے مکمل امداد کی یقین دہانی  
قومی	 وفاقی دارالحکومت کے لئے نیا ماسٹر پلان بنایا جائے گا :شہر یار آفریدی  
قومی	 ”چیف جسٹس نے صلاحیت اور اہلیت کے ریمارکس حکومت کیلئے نہیں دئیے بلکہ۔۔۔“ سپریم  
قومی	 پی ٹی آئی کے اہم ترین وزیر نے ’اقامہ‘ رکھنے کا اعتراف کر لیا، یہ کون ہیں اور  
قومی	 اسحاق ڈارکیخلاف آمدن سے زائداثاثہ جات ریفرنس کی سماعت 22 نومبر تک ملتوی،مزید 2  
قومی	 پاکستان اسٹاک مارکیٹ میں مندی کا رجحان 
قومی	 سپریم کورٹ،اسحاق ڈار کی واپسی سے متعلق کیس سمیت اہم مقدمات کی سماعت ہوگی 
قومی	 خیبرپختونخوا میں صبح سویرے شدید زلزلے کے جھٹکے 
قومی	 وفاقی وزیر اعظم سواتی آج جے آئی ٹی کے سامنے طلب 
قومی	 سابق وزیراعظم نواز شریف احتساب عدالت عدالت پہنچ گئے  
قومی	 خواجہ برادران کی نیب انکوائری میں ضمانت کی درخواستوں کی سماعت آج لاہور  
قومی	 عالمی منڈی میں تیل کی قیمتوں میں اضافہ لیکن پاکستان میں قیمتیں کم ہوں گی یا  
قومی	 پاکستان کے بارے میں پھیلائے جانیوالے منفی تاثرات کا خاتمہ کرنا ہوگا، جنرل زبیر  
قومی	 منی لانڈرنگ کیس میں وفاقی وزراء کے گرد بھی گھیرا تنگ، کون کونسے وزیروں کو ایف  
قومی	 العزیزیہ ریفرنس کی سماعت ،سابق وزیراعظم نواز شریف کا بیان قلمبند کیا جا رہا ہے  
قومی	 مخلوط اورمفروضوں پرمبنی سوالوں کوحصہ نہیں بنایاجاسکتا،نوازشریف کے وکیل نے  
قومی	 اسلام آباد سے اغوا ہونیوالے خیبرپختونخوا پولیس کے افسر کے قتل کی اطلاعات کے  
قومی	 ’’ اب ہم پولیس افسران کو جیل بھیجیں گے اگر۔ ۔ ۔‘‘ عدالت نے تہلکہ خیز فیصلہ  
قومی	 افغانستان سے امریکہ کو نکالنے کے لئے روس کا بڑا اقدام 
قومی	 ڈریپ کامستقل سی ای او کیوں نہیں لگایاجارہا؟حکومت 15 دن میں فیصلہ کرے،چیف جسٹس  
قومی	 فیصل آباد میں ہائیکورٹ بنچ کے قیام کیلئے احتجاج کے دوران وکلاءمشتعل ،سیشن کورٹ  
قومی	 وزیراعظم عمران خان دورہ چین کامیاب، تنقید کے بعد وفاقی وزیر نے معاہدہ ہوا میں  
قومی	 بجلی کی قیمت میں 41 پیسے فی یونٹ اضافے کی منظوری 
قومی	 آپ تشریف رکھیں آپ کا سارا بیان میں لکھوا دیتا ہوں،جج احتساب عدالت نے نوازشریف  
قومی	 سینیٹ کی خالی ہونے والی دو نشستوں پر ضمنی انتخاب کل ہو گا 
قومی	 اسلام آباد میں لینڈ مافیا کیخلاف جاری آپریشن پر وزیراعظم عمران خان نے اینٹری  
قومی	 شیخ رشید نے 500 دن کا کام 50 دن میں کر کے دکھایا،فیصل واوڈا 
قومی	 ڈھڈوچہ ڈیم تعمیر کیس،سپریم کورٹ کا پنجاب حکومت کو ڈیم تعمیر سے متعلق معاملہ  
قومی	 خواجہ سعدرفیق اورسلمان رفیق کی حفاظتی ضمانت میں 26 نومبرتک توسیع 
قومی	 العزیزیہ ریفرنس،احتساب عدالت نے نوازشریف کو وقتی طور پر جانے کی اجازت دیدی 
قومی	 الیکشن کمیشن کا ملک بھر میں نئی بلدیاتی حلقہ بندیاں کرانے کا فیصلہ 
قومی	 نیب کا آصف زرداری کے قریبی دوست کے گھر چھاپہ، کامران بٹ کو گرفتار کر لیا  
قومی	 عام انتخابات میں مبینہ دھاندلی کیلئے بنائی گئی ذیلی کمیٹی کا اجلاس،فواد چودھری  
قومی	 جہانگیرترین کی پی ٹی آئی اجلاسوں میں شرکت ، فیاض الحسن چوہان بھی میدان میں  
قومی	 دانیال عزیزنے نااہلی کیخلاف انٹراکورٹ اپیل واپس لے لی،سپریم کورٹ نے معاملہ  
قومی	 100 روزہ ایجنڈا،بلاول کاحکومت کی ناکامیاں سامنے لانے کااعلان  
قومی	 اسلام آباد سے اغوا ہونے والے ایس پی طاہر داوڑ کی موت کی تصدیق ہو گئی  
قومی	 آصف زرداری لوٹ مار،کرپشن اورزمینوں پرقبضوں میں ملوث ہیں،فیاض الحسن کاالزام 
قومی	 آئی جی تبدیلی کیس؛ اعظم سواتی نے جے آئی ٹی کو بیان ریکارڈ کرادیا 
قومی	 پیراگون ہاؤسنگ سوسائٹی کے ڈائریکٹر قیصرامین بٹ گرفتار  
قومی	 آسیہ بی بی کا معاملہ عدالت میں ہے اس لیے اس پر کم بات کرنی چاہیے ، وزیر خارجہ  
قومی	 العزیزیہ سٹیل ملز ریفرنس، سابق وزیراعظم نوازشریف نے قومی اسمبلی میں خطاب پر  
قومی	 العزیزیہ ریفرنس ،نوازشریف کے وکیل خواجہ حارث نے پانچ سوالات پر اعتراض اٹھادیا 
قومی	 ٹی ایل پی کے سربراہ خادم حسین رضوی ، پیر افضل قادری کے خلاف مقدمہ درج کیوں نہیں  
قومی	 محکمہ تعلیم نے عدالتی احکامات پر عملدرآمد نہ کرنے پر دو پرائیویٹ اسکولز کی  
قومی	 ہنگامہ آرائی کرنیوالے وکلاءکےخلاف کارروائی ہوگی :ترجمان وزیر اعلیٰ پنجاب  
قومی	 سرکاری ملازمین کی تنخواہ اورپنشن، محکمہ خزانہ پنجاب نے شاندار اعلان کر دیا 
قومی	 حکومت کا پاکستان پوسٹل سروس کو جدید اور تیزتر کرنے کافیصلہ  
قومی	 ”عمران کی بھی دبئی میں بے نامی جائیداد نکل آئی اور۔۔۔“ ایف آئی اے اہلکار نوٹس  
قومی	 پرویز الہٰی کیلئے 11ارکان کے ساتھ پنجاب کی وزارت اعلیٰ حاصل کرنا مشکل ہوگا :عارف  
قومی	 پنجاب اسمبلی میں سینٹ کی دونشستوں پر الیکشن آج ہوگا ، تحریک انصاف اور مسلم لیگ ن  
قومی	 سینٹ کا ضمنی انتخاب، چودھری نثار اپنا ووٹ کا سٹ نہیں کر سکیں گے  
